pattern,translation,tags,parents,output
*/VV/*+었/EP/*+대/EF/*,"[V-었다고 해] I hear that ~ed; said that ~ed"
*/VV/*+려고/EF/*,intend to ~; plan to ~
*/VV/*+라는데/EC/*,"[V-라고 하는데] command to ~, but..."
*/VV/*+겠/EP/*+면/EC/*,"if (guessing, will) ~, ..."
*/VV/*+어야/EC/*+되/VV/*+어/EF/*,"have to ~, must ~"
*/VV/*+지/EC/*+말/VX/*+어/EF/*,don't ~
*/NN/*+까지/JX/*+이/VCP/*+ㄴ데/EC/*,"is to/until ~, but..."
*/NN/*+이/VCP/*+어도/EC/*,"is ~ also"
*/VV/*+다시피/EC/*,"as ~; almost like ~",,-다시피
*/VV/*+었/EP/*+다시피/EC/*,"as ~ed; almost like ~ed",,-다시피
*/VV/*+어/EC/*+야/JX/*,"have to ~"
*/VV/*+어야/EC/*+하/VX/*+지/EF/*,"should ~; must ~, right?!",,-어야지
*/VV/*+어야/EC/*+하/VX/*+지/EC/*,"should ~; must ~, right?!",,-어야지
*/VV/*+아야지요/EF/*,"should ~; must ~, right?!",,-어야지
*/VV/*+아야지요/EC/*,"should ~; must ~, right?!",,-어야지
*/VV/*+어야지/EF/*,"should ~; must ~, right?!",,-어야지
*/VV/*+어야지/EC/*,"should ~; must ~, right?!",,-어야지
*/VV/*+어야/EC/*+하/VX/*+죠/EF/*,"must ~, right?"
*/VV/*+다뇨/EF/*,"what do you mean ~?!"
*/VV/*+었/EP/*+겠/EP/*+죠/EF/*,"(guessing) must've ~ed, right?"
*/VV/*+었/EP/*+겠/EP/*+다/EF/*,"(guessing) must've ~ed"
*/VV/*+었/EP/*+겠/EP/*+다/EC/*,"(guessing) must've ~ed"
*/VA/*+었/EP/*+겠/EP/*+다/EF/*,"(guessing) must've been ~"
*/VA/*+었/EP/*+겠/EP/*+다/EC/*,"(guessing) must've been ~"
*/VV/*+었/EP/*+네요/EC/*,~ed!
*/VA/*+ㄹ/ETM/*+거/NNB/*+이/VCP/*+ㅔ요/EF/*,will be ~
*/NN/*+이/VCP/*+란/ETM/*,"1. [abbrev: -(이)라고 한] that which is called/(said is) ~ ([ref](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e98a0b20af306c90d0b7))
2. [-란 말이다] It is to say ~; I mean ~; That is ~ ([ref](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e98a0b20af306c90d0b8))"
*/NP/*+이/VCP/*+란/ETM/*,"1. [abbrev: -(이)라고 한] that which is called/(said is) ~ ([ref](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e98a0b20af306c90d0b7))
2. [-란 말이다] It is to say ~; I mean ~; That is ~ ([ref](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e98a0b20af306c90d0b8))"
*/NN/*+란/JX/*,"called ~ ([ref](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e98a0b20af306c90d302))",topic
*/NN/*+부터/JX/*+이/VCP/*+ㄴ가요/EF/*,is starting from ~?
*/VV/*+ㄴ단/ETM/*,"[-단 말이다; abbrev: -다고 한] I'm telling you; what I'm saying is [quote] ~ ([ref](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cf81))"
*/VA/*+단/ETM/*,"[-단 말이다; abbrev: -다고 한] I'm telling you; what I'm saying is [quote] ~ ([ref](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cf81))"
*/VV/*+단다/EC/*,"(abbrev: -다고 한다) said that ~"
*/VA/*+단다/EF/*,"(abbrev: -다고 한다) said that ~"
*/VV/*+었/EP/*+단/ETM/*,"(abbrev: -다고 한) said that ~ed"
*/VV/*+ㄴ단다/EF/*,"(abbrev: -ㄴ다고 한다) said that ~ed"
*/VV/*+겠/EP/*+지/EF/*,guessing; will ~
*/VV/*+겠/EP/*+지/EC/*,guessing; will ~
*/NN/*+이/VCP/*+라도/EC/*,even if is ~
*/VV/*+었/EP/*+다거나/EC/*,~ed or,,-다거나
*/VV/*+다거나/EC/*,~ or,,-다거나
*/VV/*+ㄴ다거나/EC/*,~ed or,,-다거나
*/VV/*+ㄴ다/EC/*+거나/JX/*,~ed or,,-다거나
*/VV/*+는다/EC/*+거나/JX/*,"~ or",,-다거나
*/VV/*+는다거나/EC/*,"~ or",,-다거나
*/VA/*+다는데/EF/*,"(abbrev: -다고 하는데) said that ~, but..."
*/VA/*+다는데/EC/*,"(abbrev: -다고 하는데) said that ~, but..."
*/VA/*+었/EP/*+다는/ETM/*+거/NNB/*,"(abbrev: -다고 하는 거) saying that was ~"
*/NN/*+이/VCP/*+면은/EC/*,if is ~; as for the case if ~,"topic,???"
*/VV/*+겠/EP/*+고/EC/*,"guessing; will ~, and..."
*/VA/*+기/ETN/*+만/JX/*,"only being ~; just ~"
*/VV/*+기에/EC/*,at/to/for ~ing,???
*/VA/*+었/EP/*+죠/EF/*,"was ~, right?"
*/VV/*+었/EP/*+을걸/EF/*,I guess ~ed; should have ~ed,,-을걸
*/VA/*+었/EP/*+을걸/EF/*,I guess was ~; should have been ~,,-을걸
*/VV/*+ㄹ걸요/EF/*,I guess ~; should have been ~,,-을걸
*/VV/*+ㄹ/ETM/*+때/NNG/*+마다/JX/*,every time when ~
*/VV/*+지/EC/*+말/VX/*+고/EC/*,"don't ~, and..."
*/VA/*+겠/EP/*+다/EF/*,guessing; will be ~
*/VA/*+겠/EP/*+다/EC/*,guessing; will be ~
*/VV/*+겠/EP/*+는데/EC/*,"guessing; will ~, but..."
*/NP/*+이/VCP/*+지만/EC/*,"is ~, but..."
*/NN/*+이/VCP/*+기/ETN/*+도/JX/*,"being ~ also; even being ~"
*/VA/*+답니다/EF/*,"(abbrev: -다고 합니다) said that ~ ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cf8d))"
*/NN/*+이/VCP/*+랍니다/EF/*,"(abbrev: -이라고 합니다) said that is ~ ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e98a0b20af306c90d309))"
*/NN/*+이/VCP/*+라기/ETN/*+보다/JKB/*,"(more) ... than as ~ ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/62e22c939af00c002e6ee24c))"
*/VV/*+는다고/EC/*,"said that ~"
*/VA/*+ㅁ/ETN/*,~ness
*/VA/*+ㅁ/ETN/*+하고/JC/*,~ness and
*/NP/*+이/VCP/*+랄까요/EF/*,"(abbrev: -이라고 할까요) shall call it ~?; shall we say ~? ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e98a0b20af306c90d308))"
*/VA/*+ㅁ/ETN/*+이/JKC/*,~ness
*/VA/*+ㅁ/ETN/*+만/JX/*,~ness only
*/VV/*+ㄴ답니다/EF/*,"(abbrev: -ㄴ다고 합니다) said that ~ed"
*/VV/*+기/ETN/*+하고/JC/*,~ing and...; ~ing with...
*/VV/*+어서/EC/*+라도/JX/*,"even if ~ ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e98a0b20af306c90d207))"
*/VV/*+아서라도/EC/*,"even if ~ ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e98a0b20af306c90d207))"
*/VV/*+기/ETN/*+이/VCP/*+ㄴ/ETM/*,being ~ing,prenoun
*/VV/*+어야/EC/*+하/VV/*+겠/EP/*+다/EF/*,(guessing; will) have to ~
*/VV/*+었/EP/*+다든지/EC/*,(no matter) weather ~ed
*/VV/*+었/EP/*+다든지/EC/*+요/EF/*,(no matter) weather ~ed
*/VV/*+ㄴ다든지/EC/*,(no matter) weather ~
*/VV/*+ㄴ다/EC/*+든지/JX/*,(no matter) weather ~
*/VV/*+는다든지/EC/*,(no matter) weather ~
*/NN/*+든지/EC/*,(no matter) if is ~
*/NN/*+이/VCP/*+든지/EC/*,(no matter) if is ~
*/NP/*+이/VCP/*+든지/EC/*,(no matter) if is ~
*/NP/*+든지/EC/*,(no matter) if is ~
*/NP/*+든지/JX/*,(no matter) if is ~
*/VV/*+든지/EC/*,(no matter) whether ~
*/VA/*+다니까요/EF/*,"(abbrev: -다고 하니까요) I'm telling you that ~! ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cf5b))"
*/VV/*+ㄴ다니까요/EF/*,"(abbrev: -다고 하니까요) I'm telling you that ~! ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cf5b))"
*/VV/*+었/EP/*+다니까/EC/*,"(abbrev: -다고 하니까) said that ~ (as you know), so...; said that ~, so do..."
*/NN/*+이/VCP/*+었/EP/*+겠/EP/*+죠/EF/*,"guessing was ~, right?"
*/VA/*+ㄴ/ETM/*+거/NNB/*+랑/JKB/*,"being ~, with..."
*/NN/*+에서부터/JKB/*+이/VCP/*+었/EP/*+습니다/EF/*,started from ~
*/NP/*+서부터/JKB/*,from ~ ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/62e22af19af00c002e6edcc8))
*/VV/*+자며/EC/*,"let's ~ while..."
*/VV/*+는지/EC/*+도/JX/*,"(even if; also) \[indirect question] ~?"
*/NN/*+이/VCP/*+냐/EF/*,is ~?
*/VV/*+는다면/EC/*,"(abbrev: -는다고 하면) if said that ~"
*/NN/*+도/JX/*+죠/EF/*,"also ~, right?"
*/NN/*+도/JX/*+이/VCP/*+잖/UNA/*+어요/EF/*,"also ~ (as you know)"
*/VV/*+자면/EC/*,"if one suggests ~ing; if one intends to ~ ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/62e22fb79af00c002e6eea49))"
*/VV/*+자면요/EC/*,"if one suggests ~ing; if one intends to ~ ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/62e22fb79af00c002e6eea49))"
*/VV/*+었/EP/*+든/EC/*,"whether ~ed; no matter if ~ed"
*/VV/*+든/EC/*,"whether ~; no matter if ~"
*/VA/*+든/EC/*,"whether ~; no matter if ~"
*/VV/*+는다/EC/*,~
*/VV/*+는다는/ETM/*,"(abbrev: -는다고 하는) said that ~"
*/VV/*+다는/ETM/*,"(abbrev: -다고 하는) said that ~"
*/VV/*+겠/EP/*+다는/ETM/*,"(abbrev: -다고 하는) said that (guessing; will) ~"
*/VA/*+겠/EP/*+다는/ETM/*,"(abbrev: -다고 하는) said that (guessing; will) be ~"
*/VV/*+서/EC/*+부터/JX/*,"starting from ~, so...",???
*/VA/*+아지지/EC/*,not become ~
*/VV/*+ㄴ데/EC/*,"~ed, but..."
*/VV/*+ㄴ데/EF/*,"~ed, but..."
*/VV/*+ㄴ데요/EC/*,"~ed, but..."
*/VV/*+ㄴ데요/EF/*,"~ed, but..."
*/VA/*+었/EP/*+다는/ETM/*,"(abbrev: -다고 하는) said that was ~"
*/NN/*+이/VCP/*+네요/EC/*,is ~!
*/NN/*+라든지/JC/*,"(abbrev: -라고 하든지) whether it's called ~; no matter if called ~"
*/NN/*+이/VCP/*+래/EF/*,"I heard that is ~; It's said that is ~"
*/NN/*+받/VV/*,,,받다,*/VV/*
*/VV/*+고/EC/*+나/VX/*+서/EC/*,"after ~ing ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/62e1d6d79a50ba002e20a37b))"
*/NN/*+보다/JKB/*+도/JX/*,even/also compared to ~
*/NP/*+보다/JKB/*+도/JX/*,even/also compared to ~
*/VA/*+겠/EP/*+고/EC/*,"(guessing; will) ~, and..."
*/VA/*+ㄴ/ETM/*+게/NNB/*,being ~
*/VV/*+서/EC/*+부터/JX/*+이/VCP/*+ㄴ데요/EF/*,"is starting from ~ (background/contrasting information)",???
*/VV/*+어야/EC/*+하/VX/*+겠/EP/*+다는/ETM/*,"said that (guessing; will) have to ~"
*/VV/*+ㄴ/ETM/*+것/NNB/*+이/JKC/*,having ~ed
*/NN/*+이/VCP/*+었/EP/*+어서/EC/*,"was ~, so..."
*/VV/*+다/EC/*+가/VX/*+서/EC/*,"while ~, so/then..."
*/VA/*+었/EP/*+나/EF/*,was ~?
*/VV/*+었었/EP/*+나/EF/*,~ed (long ago)?
*/NN/*+이/VCP/*+었/EP/*+기/ETN/*+도/JX/*,even; also having been ~
*/VV/*+ㄹ려고/EF/*,"intend to ~; plan to ~, and..."
*/VV/*+으면은/EC/*,if ~,topic
*/VV/*+는/ETM/*+것/NNB/*+이/JKC/*,~ing
*/VV/*+고자/EC/*,"wanting to ~; ready/willing to ~; intending to ~; going to ~ ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/62e1d6eb9a50ba002e20a42c))"
*/VV/*+기/ETN/*+보다/JKB/*,compared to/than ~ing
*/NN/*+이나마/JX/*,although it is ~
*/NN/*+에서/JKB/*+이/VCP/*+든/EC/*,whether from ~; no matter if from ~; from any ~
*/VV/*+기/ETN/*+에/JKB/*+요/EF/*,at/to ~ing
*/VV/*+는지/EC/*+만/JX/*,only [indirect question] if ~?
*/NN/*+이/VCP/*+오/EC/*,is ~
*/VV/*+기/ETN/*+도/JX/*+하/VV/*+는/ETM/*,doing ~ also; ~ing also
*/VV/*+어야/EC/*+하/VX/*+겠/EP/*+다/EF/*+라고/JKQ/*,"[direct quote] ""(guessing; will) have to ~"""
*/NP/*+이/VCP/*+랄까/EF/*,(abbrev: -라고 할까) I'll say ~
*/VV/*+었/EP/*+다/EF/*+라는/ETM/*,"(abbrev: -라고 하는) said ""~ed"""
*/VA/*+다/EF/*+라는/ETM/*,"(abbrev: -라고 하는) said ""~"""
*/VV/*+다/EF/*+라는/ETM/*,"(abbrev: -라고 하는) said ""~"""
*/NP/*+까지/JX/*+이/VCP/*+ㄹ/ETM/*,that will be to/until ~
*/VV/*+다/EF/*+라고/JKQ/*,"[quote] ""~"""
*/MAG/*+이/VCP/*+ㅔ요/EF/*,is ~
*/NP/*+이/VCP/*+면/EC/*,if is ~
*/VV/*+어서/EC/*+이/VCP/*+라도/EC/*,"even if ~, so/then... ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e98a0b20af306c90d207))"
*/VV/*+었/EP/*+다가/EC/*+도/JX/*,"even while was ~ing, ... ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cf2e))"
게/EC/*+나/JX/*,,,,게나/EC/*
*/VA/*+게나/EC/*,"~ly (or something)... ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/62e1d6bf9a50ba002e20a2e1))"
*/VV/*+고서/EC/*,"~, and then ... ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/62e1d6e69a50ba002e20a413))"
*/VV/*+겠/EP/*+습니다/EF/*+음/IC/*,"guessing; will ~, umm..."
*/VA/*+습니다/EF/*+음/IC/*,"~, umm..."
*/VV/*+어야/EC/*+하/VX/*+지만/EC/*,"must ~, but..."
*/VA/*+요/EC/*,~
*/VV/*+자는/ETM/*,suggesting ~
*/VV/*+을/ETM/*+거/NNB/*+이/VCP/*+ㄴ데요/EF/*,but will ~; will ~ (background information)
*/VV/*+렴/EF/*,Won't you please ~?; Please go ahead and ~.,,-렴
*/VV/*+기/ETN/*+이/VCP/*+었/EP/*+어요/EF/*,was ~ing
*/VV/*+려다가/EC/*,"intended to ~, but..."
*/NN/*+이/VCP/*+라니요/EF/*,"(abbrev: -이라고 하니) What do you mean, [indirect quotation] is ~?! ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e98a0b20af306c90d0ae))"
*/NN/*+이/VCP/*+라니/EF/*,"(abbrev: -이라고 하니) What do you mean, [indirect quotation] is ~?! ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e98a0b20af306c90d0ae))"
*/VV/*+라니요/EF/*,"(abbrev: -라고 하니) What do you mean, [command] ~?! ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e98a0b20af306c90d0ad))"
*/VV/*+어서/EC/*+요/EF/*,Because ~.
*/VV/*+어도/EC/*+요/EF/*,Even ~; Also ~.
*/VV/*+더군요/EF/*,"now that I look back on it/think about it, I realize that ~ ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cfa3))"
*/NN/*+에/JKB/*+가/VV/*+었/EP/*+습니다/EF/*,went to ~
*/NN/*+이라도/JX/*,even ~
*/NN/*+만/JX/*+이라도/JX/*,even just ~; even ~ only
*/VV/*+ㄹ/ETM/*+거/NNB/*+이/VCP/*+에요/EF/*,will ~
*/VV/*+라/EF/*,[command] ~
*/VA/*+라/EF/*,[command] ~
*/VV/*+겠/EP/*+기/ETN/*,(guessing; will) ~ing
*/VV/*+었/EP/*+거니와/EC/*,"not only ~ed, but also...",,-거니와
*/VV/*+라니까/EC/*,"(abbrev: -라고 하니까) said ""~"" (as you know), so...; said ""~"", so do..."
*/NN/*+이/VCP/*,is ~
*/NN/*+이/VCP/*+었/EP/*+는데/EC/*+도/JX/*,"was ~, but also..."
*/VV/*+었/EP/*+다며/EC/*,"(abbrev: -다고 하며) while said ~ed ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cf6a))"
*/VV/*+다며/EC/*,"(abbrev: -다고 하며) while saying that ~ ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cf6a))"
*/NN/*+이/VCP/*+라며/EC/*,"(abbrev: -이라고고 하며) while saying that is a ~ ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e98a0b20af306c90d2f5))"
*/NP/*+이/VCP/*+라며/EC/*,"(abbrev: -이라고고 하며) while saying that is a ~ ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e98a0b20af306c90d2f5))"
*/NN/*+야말로/JX/*,"~ indeed...; ~ certainly...",,-야말로
*/NP/*+야말로/JX/*,"~ indeed...; ~ certainly...",,-야말로
*/NN/*+야/JKV/*,~
*/NN/*+여/JKV/*,my dear ~,,-(이)여
*/NN/*+이/VCP/*+었/EP/*+다면/EC/*,if was ~
으리라/EC/*,,,,리라/EC/*
*/VV/*+리라/EC/*,reckon ~ ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e98a0b20af306c90d109)),,-리라
*/VV/*+리라는/ETM/*,"(abbrev: -리라고 하는) said that reckon ~ ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e98a0b20af306c90d10b))",,-리라
*/VV/*+어서/EC/*+가/JKC/*,"(-어서가 아니라) not because ~ ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e98a0b20af306c90d201))"
*/NN/*+에/JKB/*+까지/JX/*,"up to ~; unto ~ ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/62e22c359af00c002e6ee0bd))"
*/VV/*+겠/EP/*+니/EF/*,"(guessing; will) ~?"
*/NP/*+있/VA/*+어/EF/*,there is ~
*/NN/*+있/VA/*+어/EF/*,there is ~
*/VV/*+ㄹ/ETM/*+거/NNB/*+이/VCP/*+ㅔ요/EF/*,will ~
*/VV/*+을/ETM/*+거/NNB/*+이/VCP/*+야/EF/*,will ~
*/VV/*+을/ETM/*+거/NNB/*+이/VCP/*+에요/EF/*,will ~
*/VV/*+고/EC/*+싶/VX/*+어요/EF/*,want to ~,,싶다
*/VV/*+고/EC/*+싶/VX/*+었/EP/*+다/EF/*,wanted to ~,,싶다
*/VV/*+고/EC/*+싶/VX/*+었/EP/*+어요/EF/*,wanted to ~,,싶다
*/VV/*+고/EC/*+싶/VX/*+었/EP/*+어/EF/*,wanted to ~,,싶다
*/VV/*+고/EC/*+싶/VX/*+어서/EC/*,"wanted to ~, so...",,싶다
*/VV/*+고/EC/*+싶/VX/*+은/ETM/*,"that want to ~",,싶다
*/VV/*+고/EC/*+싶/VX/*+지/EC/*,not want to ~,,싶다
*/VV/*+고/EC/*+싶/VX/*+다고/EC/*,said that want to ~,,싶다
*/NN/*+중/NNB/*+이/VCP/*+습니다/EF/*,~ing,,중
*/NN/*+중/NNB/*+이/VCP/*+에요/EF/*,~ing,,중
*/VV/*+고/EC/*+있/VX/*+다/EF/*,~ing,,-있다
*/VV/*+고/EC/*+있/VX/*+어/EF/*,~ing,,-있다
*/VV/*+고/EC/*+있/VX/*+어/EC/*,~ing,,-있다
*/VV/*+고/EC/*+있/VX/*+니/EF/*,~ing?,,-있다
*/VV/*+고/EC/*+있/VX/*+어요/EF/*,~ing,,-있다
*/VV/*+고/EC/*+있/VX/*+었/EP/*+어요/EF/*,was ~ing,,-있다
*/VV/*+시/EP/*+오/EC/*,~,"honorific,command"
*/VA/*+어서/EC/*+요/EF/*,Because ~
*/VV/*+어서요/EF/*,because ~
*/VA/*+어서요/EF/*,because ~
*/NN/*+이/VCP/*+었/EP/*+니/EF/*,was ~?
*/VV/*+었/EP/*+던/ETM/*+거/NNB/*+이/VCP/*+야/EF/*,~ed
*/NN/*+중/NNB/*+이/VCP/*+ㄴ/ETM/*,that is ~ing,,중
*/VV/*+어/EC/*+달/VX/*+라고/EC/*,ask to ~,favour,달다
*/VV/*+어/EC/*+달/VX/*+라고요/EF/*,You asked me to ~? (as a favour),favour,달다
*/VV/*+ㄴ/ETM/*+거/NNB/*+이/VCP/*+야/EF/*,~ed
*/VV/*+는/ETM/*+거/NNB/*+이/VCP/*+야/EC/*,~
*/VV/*+ㄴ/ETM/*+거/NNB/*+이/VCP/*+에요/EF/*,~ed
*/VV/*+는/ETM/*+거/NNB/*,~
*/VA/*+다/EC/*,~
*/VV/*+ㄴ/ETM/*+거/NNB/*+이/VCP/*+지/EF/*,~ed?
*/NN/*+중/NNB/*,~ing,,중
*/VV/*+는지/EF/*,~?
*/NN/*+이/VCP/*+에용/EF/*,is ~,informal
*/VV/*+ㄴ다고/EF/*,said that ~
*/NP/*+가/VV/*+는/ETM/*,going ~,,가다
*/NN/*+이/VCP/*+ㄴ다/EF/*,is ~
*/NN/*+이/VCP/*+였/EP/*+어요/EF/*,was ~
*/VV/*+었/EP/*+던/ETM/*+거/NNB/*,was ~ing
*/VV/*+고서/EF/*,~ and then...
*/NP/*+있/VA/*+어요/EF/*,is ~
*/VV/*+는다면/EF/*,what if ~?
*/VA/*+ㄴ/ETM/*+거/NNB/*+로/JKB/*,toward/using being ~
*/NN/*+에/JKB/*+있/VV/*+던/ETM/*,that was at/to ~,,있다
*/VV/*+은/ETM/*+거/NNB/*+이/VCP/*+에요/EF/*,~ed
*/VA/*+었/EP/*+을/ETM/*+터/NNB/*+이/VCP/*+ㄴ데/EC/*,guess that were ~,,터
*/NN/*+이/VCP/*+잖아/EF/*,is ~ (as you know)
*/VV/*+는/ETM/*+거/NNB/*+이/VCP/*+에요/EF/*,~
*/VV/*+ㄹ/ETM/*+때/NNG/*,when ~ing,,때
*/VA/*+ㄴ/ETM/*+거/NNB/*+이/VCP/*+에요/EF/*,~
*/NN/*+이/VCP/*+였/EP/*+습니다/EF/*,was ~
*/VV/*+여라/EF/*,~,"command,honorific"
*/VV/*+아라/EF/*,~,"command"
*/VV/*+아라/EC/*,~,"command"
*/NR/*+살/NNBC/*+이/VCP/*+에요/EF/*,~ years old,,살
*/VV/*+어야/EC/*+하/VX/*+ㄹ/ETM/*,will have to ~
*/VV/*+어야/EC/*+하/VX/*+어/EF/*,must ~
*/VV/*+어야/EC/*+하/VX/*+어요/EF/*,must ~
*/VV/*+ㄴ다던/ETM/*,"(abbrev: -ㄴ다고 하던) used to be said that ~ed ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/62e1d8439a50ba002e20a67b))"
*/VA/*+다던/ETM/*,"(abbrev: -다고 하던) used to be said that was ~ ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cf5f))"
*/VA/*+다면서/EC/*,"(abbrev: -다고 하면서) while saying that ~ ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cf6d))"
*/VV/*+었/EP/*+다면서/EC/*,"(abbrev: -다고 하면서) while saying that ~ed ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cf6d))"
*/VV/*+었/EP/*+다면서/EF/*,"(abbrev: -다고 하면서) while saying that ~ed ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cf6d))"
*/VV/*+었/EP/*+던지/EF/*,"[indirect question] used to ~?"
*/VV/*+었/EP/*+던지/EC/*,"[indirect question] used to ~?"
*/VV/*+야/EC/*+하/VX/*+었/EP/*+겠/EP/*+죠/EF/*,"(guessing) must've had to ~, right?"
*/VV/*+야/EC/*+하/VX/*+었/EP/*+을/ETM/*,would've had to ~
*/VV/*+었/EP/*+지/EC/*,[indirect question] if ~ed?
*/VV/*+려는지/EC/*,"(abbrev: -려고 하는지) [indirect question] if said that plan/intend to ~; it may be the case that ~, perhaps it is because ~ ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/62e2144d9af00c002e6eda01))"
*/VA/*+겠/EP/*+어서/EC/*,"(guessing; will) be ~, so..."
*/NN/*+적/XSN/*,~al,det,-적
*/NN/*+적/XSN/*+이/VCP/*+ㄴ/ETM/*,"that is ~al; being ~al",prenoun,-적
*/NN/*+적/XSN/*+으로/JKB/*,~ally,adv,-적
*/NN/*+적/XSN/*+이/VCP/*+고/EC/*,"is ~al, and...",-적
*/NN/*+까지/JX/*+처럼/JKB/*,"like until ~, like up to ~"
*/VA/*+면서/EC/*+도/JX/*,also while ~; even while ~
*/NN/*+이/VCP/*+서/EC/*,"is ~, so..."
*/VV/*+려는데/EC/*,"(abbrev: -랴고 하는데) said that plan/intend to ~, but...; just as I was about to ~, ... ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e98a0b20af306c90d0cb))"
*/VV/*+기/ETN/*+이/VCP/*+ㅔ요/EF/*,is ~ing
*/VA/*+다면서요/EF/*,"(abbrev: -다고 하면서요) Is it true that ~? ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cf6e))",informal
*/VV/*+었/EP/*+다면서요/EF/*,"(abbrev: -다고 하면서요) Is it true that ~ed? ([kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e9870b20af306c90cf6e))",informal
*/VV/*+므로/EC/*,"because/since ~ ([koen](https://korean.dict.naver.com/koendict/#/entry/koen/db2cff49243748f5820e2831d3348fb8), [kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e98a0b20af306c90d177))",,-므로
*/VA/*+므로/EC/*,"because/since ~ ([koen](https://korean.dict.naver.com/koendict/#/entry/koen/db2cff49243748f5820e2831d3348fb8), [kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e98a0b20af306c90d177))",,-므로
*/VV/*+었/EP/*+므로/EC/*,"because/since ~ed ([koen](https://korean.dict.naver.com/koendict/#/entry/koen/db2cff49243748f5820e2831d3348fb8), [kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e98a0b20af306c90d177))",,-므로
*/VA/*+었/EP/*+므로/EC/*,"because/since was ~ ([koen](https://korean.dict.naver.com/koendict/#/entry/koen/db2cff49243748f5820e2831d3348fb8), [kgf](https://kgf.korninterlinereader.asia.ubc.ca/entry/6285e98a0b20af306c90d177))",,-므로
*/VV/*+었/EP/*+더라면/EC/*,if had ~ed,???
*/VV/*+어서/EC/*+이/VCP/*+다/EF/*,is so that ~
*/NN/*+이/VCP/*+ㄹ/ETM/*+수/NNB/*+도/JX/*,could be ~; ability to be ~,,수
*/VV/*+야/EC/*+만/JX/*,"only have to ~, just have to ~"
*/VA/*+었었/EP/*+거든요/EF/*,used to be ~ (just so you know)
*/NN/*+이/VCP/*+었/EP/*+다/EC/*,was a ~
*/VV/*+었/EP/*+다/EF/*+라고/JKQ/*,"said ""~ed"""
*/NN/*+씩/XSN/*,~ at a time; per ~,,-씩
*/NN/*+이/VCP/*+어/EF/*,is ~
*/VV/*+는/ETM/*+것/NNB/*,~ing
